choice_id;question_id;choice_label;choice_text_md;is_correct;sort_order;feedback_md;match_role;match_choice_id;group_label
C0755;Q0194;B;Bármilyen áram, ami a fázisban folyik;false;2;;;;
C0756;Q0194;C;Csak a nulla vezetőn folyó áram;false;3;;;;
C0757;Q0194;D;Csak a földelőáram;false;4;;;;
C0758;Q0195;A;true;true;1;;;;
C0759;Q0195;B;false;false;2;;;;
C0760;Q0196;A;Lehetőleg csak a hibás berendezésrész kapcsolódjon ki;true;1;;;;
C0761;Q0196;B;Minden berendezés egyszerre kapcsoljon le;false;2;;;;
C0762;Q0196;C;A vezetékek színjelölése legyen egységes;false;3;;;;
C0763;Q0196;D;Csak a nullavezető szakadjon meg;false;4;;;;
C0764;Q0197;A;true;true;1;;;;
C0765;Q0197;B;false;false;2;;;;
C0766;Q0198;A;gL/gG vezetékekhez, aM/gM motorokhoz;true;1;;;;
C0767;Q0198;B;gL/gG motorokhoz, aM/gM vezetékekhez;false;2;;;;
C0768;Q0198;C;gR/aR vezetékekhez, gTr motorokhoz;false;3;;;;
C0769;Q0198;D;csak mindegyik világításhoz való;false;4;;;;
C0770;Q0199;A;true;true;1;;;;
C0771;Q0199;B;false;false;2;;;;
C0772;Q0200;A;A villámáram biztonságos levezetése a felfogótól a földelőig;true;1;;;;
C0773;Q0200;B;A kismegszakítók gyorsabb leoldása;false;2;;;;
C0774;Q0200;C;A vezetékek keresztmetszetének növelése;false;3;;;;
C0775;Q0200;D;A fogyasztásmérő hely ellenőrzése;false;4;;;;
C0776;Q0201;A;true;true;1;;;;
C0777;Q0201;B;false;false;2;;;;
C0778;Q0202;A;1., 2. és 3. osztály;true;1;;;;
C0779;Q0202;B;A, B és C típus;false;2;;;;
C0780;Q0202;C;TN, TT és IT;false;3;;;;
C0781;Q0202;D;gL, gG és aM;false;4;;;;
C0782;Q0203;A;true;true;1;;;;
C0783;Q0203;B;false;false;2;;;;
C0784;Q0204;A;Az LPZ 0/1 zónahatáron;true;1;;;;
C0785;Q0204;B;A villanyóra belsejében;false;2;;;;
C0786;Q0204;C;A dugaljak mögött;false;3;;;;
C0787;Q0204;D;Csak a tetőn kívül;false;4;;;;
C0788;Q0205;A;true;true;1;;;;
C0789;Q0205;B;false;false;2;;;;
C0790;Q0206;A;fogyasztásmérő, energiaelosztó, MCC és rackrendszerű szekrény;true;1;;;;
C0791;Q0206;B;csak dugaljak és kapcsolók;false;2;;;;
C0792;Q0206;C;csak biztosítók és relék;false;3;;;;
C0793;Q0206;D;csak lámpatestek és sodrott vezetékek;false;4;;;;
C0794;Q0207;A;true;true;1;;;;
C0795;Q0207;B;false;false;2;;;;
C0796;Q0208;A;44,45 mm;true;1;;;;
C0797;Q0208;B;17,5 mm;false;2;;;;
C0798;Q0208;C;25 mm;false;3;;;;
C0799;Q0208;D;50 mm;false;4;;;;
C0800;Q0209;A;true;true;1;;;;
C0801;Q0209;B;false;false;2;;;;
C0802;Q0210;A;Mert a napsugárzás, hőterhelés és mechanikai igénybevétel is számít;true;1;;;;
C0803;Q0210;B;Mert a kültéri szekrény csak beltérben használható;false;2;;;;
C0804;Q0210;C;Mert az IP minden esetben fölösleges;false;3;;;;
C0805;Q0210;D;Mert a szekrényeknek nincs hőterhelésük;false;4;;;;
C0806;Q0211;A;true;true;1;;;;
C0807;Q0211;B;false;false;2;;;;
C0808;Q0212;A;csillag, delta és zegzug;true;1;;;;
C0809;Q0212;B;egypólusú, kétpólusú és hárompólusú;false;2;;;;
C0810;Q0212;C;soros, párhuzamos és vegyes;false;3;;;;
C0811;Q0212;D;felfogó, levezető és földelő;false;4;;;;
C0812;Q0213;A;true;true;1;;;;
C0813;Q0213;B;false;false;2;;;;
C0814;Q0214;A;kalickás és csúszógyűrűs;true;1;;;;
C0815;Q0214;B;egyenáramú és szinkron;false;2;;;;
C0816;Q0214;C;soros és párhuzamos;false;3;;;;
C0817;Q0214;D;lépcsős és induktív;false;4;;;;
C0818;Q0215;A;true;true;1;;;;
C0819;Q0215;B;false;false;2;;;;
C0820;Q0216;A;Az anód és a katód között;true;1;;;;
C0821;Q0216;B;A PE és N vezető között;false;2;;;;
C0822;Q0216;C;A felfogó és a földelő között;false;3;;;;
C0823;Q0216;D;A kapcsoló és a biztosító között;false;4;;;;
C1088;Q0305;A;true;true;1;;;;
C1089;Q0305;B;false;false;2;;;;
C1090;Q0306;A;erőművek, hálózati összeköttetések és állomások;true;1;;;;
C1091;Q0306;B;csak a fogyasztók és a kapcsolók;false;2;;;;
C1092;Q0306;C;relék, biztosítók és lámpatestek;false;3;;;;
C1093;Q0306;D;dugaljak, lámpák és kapcsolók;false;4;;;;
C1094;Q0307;A;true;true;1;;;;
C1095;Q0307;B;false;false;2;;;;
C1096;Q0308;A;MSZ 447:2009;true;1;;;;
C1097;Q0308;B;MSZ EN 60204-1;false;2;;;;
C1098;Q0308;C;MSZ EN 61439;false;3;;;;
C1099;Q0308;D;MSZ EN 62305;false;4;;;;
C1100;Q0309;A;true;true;1;;;;
C1101;Q0309;B;false;false;2;;;;
C1102;Q0310;A;1%;true;1;;;;
C1103;Q0310;B;2%;false;2;;;;
C1104;Q0310;C;3%;false;3;;;;
C1105;Q0310;D;5%;false;4;;;;
C1106;Q0311;A;true;true;1;;;;
C1107;Q0311;B;false;false;2;;;;
C1108;Q0312;A;6 lakás és 20 kW;true;1;;;;
C1109;Q0312;B;8 lakás és 25 kW;false;2;;;;
C1110;Q0312;C;10 lakás és 30 kW;false;3;;;;
C1111;Q0312;D;4 lakás és 16 kW;false;4;;;;
C1112;Q0313;A;true;true;1;;;;
C1113;Q0313;B;false;false;2;;;;
C1114;Q0314;A;Mechanikai védelmet és jelzőszalagot kell alkalmazni;true;1;;;;
C1115;Q0314;B;A kábelt védelem nélkül kell hagyni;false;2;;;;
C1116;Q0314;C;Csak festett jelölés elég;false;3;;;;
C1117;Q0314;D;Jelzőszalag helyett csavaros kötés kell;false;4;;;;
C1118;Q0315;A;true;true;1;;;;
C1119;Q0315;B;false;false;2;;;;
C1120;Q0316;A;1 méter;true;1;;;;
C1121;Q0316;B;0,5 méter;false;2;;;;
C1122;Q0316;C;0,7 méter;false;3;;;;
C1123;Q0316;D;1,5 méter;false;4;;;;
C1124;Q0317;A;true;true;1;;;;
C1125;Q0317;B;false;false;2;;;;
C1126;Q0318;A;A fektetési mélység felénél, de minimum 30 cm-re a kábeltől;true;1;;;;
C1127;Q0318;B;Közvetlenül a kábel alatt;false;2;;;;
C1128;Q0318;C;A kábel mellé, oldalt;false;3;;;;
C1129;Q0318;D;A burkolat belsejébe;false;4;;;;
C1130;Q0319;A;true;true;1;;;;
C1131;Q0319;B;false;false;2;;;;
C1132;Q0320;A;Mérések, feszültségpróba és vizsgálati jegyzőkönyv;true;1;;;;
C1133;Q0320;B;Csak vizuális ellenőrzés;false;2;;;;
C1134;Q0320;C;Csak a kábel festése;false;3;;;;
C1135;Q0320;D;Csak a dob visszahúzása;false;4;;;;
C1136;Q0321;A;true;true;1;;;;
C1137;Q0321;B;false;false;2;;;;
C1138;Q0322;A;Logikai, teljesítmény-, elhelyezkedés- és karbantarthatósági;true;1;;;;
C1139;Q0322;B;Csak esztétikai;false;2;;;;
C1140;Q0322;C;Csak színezési;false;3;;;;
C1141;Q0322;D;Csak költségszerinti;false;4;;;;
C1142;Q0323;A;true;true;1;;;;
C1143;Q0323;B;false;false;2;;;;
C1144;Q0324;A;A különálló áramkörök biztosítása és szelektív lekapcsolhatósága;true;1;;;;
C1145;Q0324;B;Csak a vezetékek színezése;false;2;;;;
C1146;Q0324;C;A fogyasztásmérő hitelesítése;false;3;;;;
C1147;Q0324;D;A kábelkötegek árnyékolása;false;4;;;;
C1148;Q0325;A;true;true;1;;;;
C1149;Q0325;B;false;false;2;;;;
C1150;Q0326;A;A PE és N vezetőket tilos újra összekötni;true;1;;;;
C1151;Q0326;B;A PE és N vezetők végig közösek maradnak;false;2;;;;
C1152;Q0326;C;Csak egyenáramú körben használható;false;3;;;;
C1153;Q0326;D;Nem alkalmazható védővezető;false;4;;;;
C1154;Q0327;A;true;true;1;;;;
C1155;Q0327;B;false;false;2;;;;
C1156;Q0328;A;A csatlakozóvezeték fogadása és az első túláramvédelmi készülék elhelyezése;true;1;;;;
C1157;Q0328;B;A fogyasztók esztétikai fedése;false;2;;;;
C1158;Q0328;C;Csak a világítási körök színkódolása;false;3;;;;
C1159;Q0328;D;A mérőeszközök kalibrálása;false;4;;;;
C1160;Q0329;A;Vezetékfolytonosság ellenőrzése (PE-vezeték folytonosságának ellenőrzése);false;1;;;;
C1161;Q0329;B;Szigetelési ellenállás mérése;false;2;;;;
C1162;Q0329;C;Vezetékfelcserélés vizsgálata az egyes fogyasztóknál (polaritásvizsgálat);false;3;;;;
C1163;Q0329;D;Hibahelyi hurokimpedancia mérése;false;4;;;;
C1164;Q0329;E;Kiegészitő védelem hatásosságának vizsgálata (pl. ÁVK);false;5;;;;
C1165;Q0329;F;Feszültségesés ellenőrzése;false;6;;;;
C1166;Q0329;G;Működés ellenőrzése;false;7;;;;
C1167;Q0330;A;13;false;1;;;;
C1168;Q0330;B;11;false;2;;;;
C1169;Q0330;C;9;true;3;;;;
C1170;Q0330;D;7;false;4;;;;
C1171;Q0331;A;0;true;1;;;;
C1172;Q0331;B;1;false;2;;;;
C1173;Q0331;C;2;false;3;;;;
C1174;Q0331;D;3;false;4;;;;
C1175;Q0332;A;1;false;1;;;;
C1176;Q0332;B;2;false;2;;;;
C1177;Q0332;C;3;true;3;;;;
C1178;Q0332;D;4;false;4;;;;
C1179;Q0333;A;A kismegszakító két pólusú;true;1;;;;
C1180;Q0333;B;Két kismegszakító van a képen;false;2;;;;
C1181;Q0333;C;A kiselosztóban nincs áram-védőkapcsoló;false;3;;;;
C1182;Q0333;D;A kiselosztó háromfázisú;false;4;;;;
C1183;Q0334;A;I. ÉV osztály, mert 230V a névleges feszültsége;false;1;;;;
C1184;Q0334;B;II. ÉV osztály;true;2;;;;
C1185;Q0334;C;III. ÉV osztály, mert a kimeneti feszültsége 12V;false;3;;;;
C1186;Q0334;D;Az ÉV osztály nincs megadva;false;4;;;;
C1187;Q0335;A;A kialakítás nem megfelelő, mert az áram-védőkapcsoló névleges árama nagyobb, mint a kismegszakító névleges árama.;false;1;;;;
C1188;Q0335;B;A kialakítás akkor lenne megfelelő, ha a kismegszakító névleges árama és az áram-védőkapcsoló névleges árama azonos.;false;2;;;;
C1189;Q0335;C;A kialakítás akkor lenne megfelelő, ha a kismegszakító névleges árama nagyobb, mint az áram-védőkapcsoló névleges árama.;false;3;;;;
C1190;Q0335;D;A kialakítás megfelelő.;true;4;;;;
C1191;Q0336;A;U=46V;false;1;;;;
C1192;Q0336;B;U=92V;false;2;;;;
C1193;Q0336;C;U=203V;false;3;;;;
C1194;Q0336;D;U=230V;true;4;;;;
C1195;Q0336;E;U=460V;false;5;;;;
C1196;Q0337;A;Rögzített szerelésre alkalmas;true;1;;;;
C1197;Q0337;B;Halogén mentes vezeték;false;2;;;;
C1198;Q0337;C;Tűzálló vezeték;false;3;;;;
C1199;Q0337;D;Alkalmas közvetlen talajba fektetésre;false;4;;;;
C1200;Q0338;A;a kábel Z/S színezésű vezetékének keresztmetszete 95mm2;true;1;;;;
C1201;Q0338;B;a kábel árnyékolt;false;2;;;;
C1202;Q0338;C;a kábelben öt vezető ér található;false;3;;;;
C1203;Q0338;D;a kábel vezetője réz;false;4;;;;
C1204;Q0339;A;kétáramkörös kapcsoló;true;1;;;;
C1205;Q0339;B;kétsarkú kapcsoló;false;2;;;;
C1206;Q0339;C;váltó kapcsoló;false;3;;;;
C1207;Q0339;D;keresztkapcsoló;false;4;;;;
C1208;Q0340;A;a csatlakozás nem megfelelő, mert a fém burkolatot védővezetőhöz kell csatlakoztatni;false;1;;;;
C1209;Q0340;B;a csatlakozás megfelelő;true;2;;;;
C1210;Q0340;C;a csatlakozás nem megfelelő, mert nem áll rendelkezésre a zöld-sárga vezető;false;3;;;;
C1211;Q0340;D;a fekete szín nem megfelelő, mert a fázisvezetőnek barna színűnek kellene lennie;false;4;;;;
C1212;Q0341;A;nem megfelelő, mert a mért feszültség nagyobb a névlegesnél;false;1;;;;
C1213;Q0341;B;nem megfelelő, mert a mért feszültség nagyobb, mint a törpefeszültség;false;2;;;;
C1214;Q0341;C;a mérési adatok alapján a transzformátor megfelelő.;true;3;;;;
C1215;Q0342;A;üresjárás;true;1;;;;
C1216;Q0342;B;terhelés;false;2;;;;
C1217;Q0342;C;rövidzárás;false;3;;;;
C1218;Q0342;D;illesztés;false;4;;;;
C1219;Q0343;A;a kábel hosszától;true;1;;;;
C1220;Q0343;B;a kábel vezető anyagától;false;2;;;;
C1221;Q0343;C;a kábel érszerkezetétől (tömör vagy sodrat);false;3;;;;
C1222;Q0343;D;a kábel környezetétől (például levegő vagy talaj);false;4;;;;
C1223;Q0344;A;H07VV-F;false;1;;;;
C1224;Q0344;B;H07RN-F;true;2;;;;
C1225;Q0344;C;NYY-J;false;3;;;;
C1226;Q0344;D;EAYY-J;false;4;;;;
C1227;Q0345;A;Az elosztóban a fogyasztói áramkörök párhuzamos kapcsolásúak;true;1;;;;
C1228;Q0345;B;A túláramvédelmi eszközök a fogyasztókkal párhuzamosan kapcsolódnak;false;2;;;;
C1229;Q0345;C;A túlfeszültségvédelmi eszközök a fogyasztókkal sorosan kapcsolódnak;false;3;;;;
C1230;Q0345;D;Az elosztókban a fogyasztói áramkörök sorosan kapcsolódnak egymással;false;4;;;;
C1231;Q0346;A;A kismegszakító túlterhelésre működő kioldó árama csökken, ha a kismegszakító hőmérséklete növekszik;true;1;;;;
C1232;Q0346;B;A kismegszakító zárlatra működő kioldó árama csökken, ha a kismegszakító hőmérséklete növekszik;false;2;;;;
C1233;Q0346;C;A kismegszakító túlterhelésre működő kioldó árama a kismegszakító hőmérsékletétől független;false;3;;;;
C1234;Q0346;D;A kismegszakító működését nem befolyásolja a hőmérséklete.;false;4;;;;
C1235;Q0347;A;A vezeték terhelhetősége függ a vezeték környezeti hőmérsékletétől;false;1;;;;
C1236;Q0347;B;A vezeték terhelhetősége függ az együtt vezetett terhelt vezetékek számától;false;2;;;;
C1237;Q0347;C;A vezeték terhelhetősége függ a vezeték környezetének hőszigetelő képességétől;false;3;;;;
C1238;Q0347;D;A vezeték terhelhetősége függ a vezeték feszültségétől;true;4;;;;
C1239;Q0348;A;A háromfázisú áram-védőkapcsoló nem működik megfelelően egyfázisú terhelés esetén;false;1;;;;
C1240;Q0348;B;Az áram-védőkapcsoló próbagombjának működtetésével az áramvédőkapcsoló helyes bekötését ellenőrizzük;false;2;;;;
C1241;Q0348;C;Az áram-védőkapcsoló próbagombjának működtetésével az áramvédőkapcsoló működőképességét ellenőrizzük;true;3;;;;
C1242;Q0348;D;A háromfázisú, négypólusú áram-védőkapcsoló kioldást ad, ha a fázisáramok nem azonosak;false;4;;;;
C1243;Q0349;A;Védőföldelés, TT rendszer.;true;1;;;;
C1244;Q0349;B;Törpefeszültség.;false;2;;;;
C1245;Q0349;C;Villamos elválasztás.;false;3;;;;
C1246;Q0349;D;Környezet elszigetelése.;false;4;;;;
C1247;Q0350;A;a vezeték hőmérsékletétől;true;1;;;;
C1248;Q0350;B;a vezeték keresztmetszetétől;false;2;;;;
C1249;Q0350;C;a vezeték felfüggesztési magasságától;false;3;;;;
C1250;Q0350;D;a környezet páratartalmától;false;4;;;;
C1251;Q0351;A;Mü-III;false;1;;;;
C1252;Q0351;B;Mü-II;true;2;;;;
C1253;Q0351;C;MG-III;false;3;;;;
C1254;Q0351;D;MZS-I;false;4;;;;
C1255;Q0352;A;97kΩ;false;1;;;;
C1256;Q0352;B;919 kΩ;false;2;;;;
C1257;Q0352;C;1002 kΩ;true;3;;;;
C1258;Q0352;D;0,91MΩ;false;4;;;;
C1259;Q0353;A;Szerepe az egyen potenciálra hozás, úgy, hogy ez lehetőleg a földpotenciál legyen.;true;1;;;;
C1260;Q0353;B;Szerepe az egyen potenciálra hozás, úgy, hogy ez lehetőleg a fázisfeszültség legyen;false;2;;;;
C1261;Q0353;C;Szerepe az, hogy fázisok között ne legyen feszültség különbség;false;3;;;;
C1262;Q0353;D;Szerepe, hogy a nulla (N) és védővezető (PE) mindig azonos potenciálon legyen;false;4;;;;
C1263;Q0354;A;PEN vezető szakadása esetén is a fogyasztói készülékek testei földpotenciálon legyen;true;1;;;;
C1264;Q0354;B;Több fázisú rendszerben PEN vezető szakadása esetén a csillagpont rögzítése;true;2;;;;
C1265;Q0354;C;A potenciál rögzítő földelésnek TN rendszerben nincs feladata, felesleges ezért jelenlegi előírások szerint nem kötelező a kialakítása.;false;3;;;;
C1266;Q0354;D;A nullavezetőn (N) ne folyhasson üzemi áram, PEN vezető szakadása esetén.;false;4;;;;
C1267;Q0354;E;A védővezetőn (PE) hiba esetén ne folyhasson áram.;false;5;;;;
C1268;Q0355;A;túlfeszültséglevezető;true;1;;;;
C1269;Q0355;B;jelzőlámpa;false;2;;;;
C1270;Q0355;C;mágneskapcsoló;false;3;;;;
C1271;Q0355;D;szakaszolóbiztosító;false;4;;;;
C1272;Q0356;A;Mágneskapcsoló;true;1;;;;
C1273;Q0356;B;Megszakító;false;2;;;;
C1274;Q0356;C;Kamráskapcsoló;false;3;;;;
C1275;Q0356;D;Olvadó biztosító;false;4;;;;
C1276;Q0357;A;TT;false;1;;;;
C1277;Q0357;B;TN-C-S;false;2;;;;
C1278;Q0357;C;IT;true;3;;;;
C1279;Q0357;D;TN-C;false;4;;;;
C1280;Q0357;E;TN-S;false;5;;;;
C1281;Q0358;A;Az áramváltó primer körébe a lehető legkisebb ellenállást kell beiktatni.;false;1;;;;
C1282;Q0358;B;Az áramváltó szekunder körét üzem közben megszakítani tilos!;true;2;;;;
C1283;Q0358;C;Az áramváltó párhuzamosan kapcsolódik a mérendő áramkörbe.;false;3;;;;
C1284;Q0358;D;Az áramváltó szekunder kapcsát földelni tilos!;false;4;;;;
C1285;Q0359;A;cosφ=0,1101;false;1;;;;
C1286;Q0359;B;cosφ=0,2094;true;2;;;;
C1287;Q0359;C;cosφ=0,5832;false;3;;;;
C1288;Q0359;D;cosφ=0,9803;false;4;;;;
C1289;Q0360;A;3,17A;false;1;;;;
C1290;Q0360;B;3,61A;false;2;;;;
C1291;Q0360;C;3,92A;false;3;;;;
C1292;Q0360;D;4,45A;true;4;;;;
C1293;Q0361;A;7204 Wh;true;1;;;;
C1294;Q0361;B;1,8 kWh;false;2;;;;
C1295;Q0361;C;450 kWh;false;3;;;;
C1296;Q0361;D;1,36 kWh;false;4;;;;
C1297;Q0362;A;B6;false;1;;;;
C1298;Q0362;B;B10;true;2;;;;
C1299;Q0362;C;B16;false;3;;;;
C1300;Q0362;D;B20;false;4;;;;
C1301;Q0363;A;4382W;false;1;;;;
C1302;Q0363;B;3637W;false;2;;;;
C1303;Q0363;C;2530W;false;3;;;;
C1304;Q0363;D;2100W;true;4;;;;
C1305;Q0364;A;5,77 A;false;1;;;;
C1306;Q0364;B;10,04 A;true;2;;;;
C1307;Q0364;C;13,41A;false;3;;;;
C1308;Q0364;D;17,39A;false;4;;;;
C1309;Q0365;A;10,931kvar;true;1;;;;
C1310;Q0365;B;6,43kvar;false;2;;;;
C1311;Q0365;C;3,22kvar;false;3;;;;
C1312;Q0365;D;11,14kvar;false;4;;;;
C1313;Q0365;E;12,8kvar;false;5;;;;
C1314;Q0366;A;0,63 Ω;false;1;;;;
C1315;Q0366;B;1,44 Ω;false;2;;;;
C1316;Q0366;C;7,67 Ω;true;3;;;;
C1317;Q0366;D;13,33 Ω;false;4;;;;
C1318;Q0367;A;0,87%;false;1;;;;
C1319;Q0367;B;1%;false;2;;;;
C1320;Q0367;C;1,5%;true;3;;;;
C1321;Q0367;D;3,46%;false;4;;;;
C1322;Q0367;E;6%;false;5;;;;
C1323;Q0368;A;0,03;false;1;;;;
C1324;Q0368;B;0,06;false;2;;;;
C1325;Q0368;C;0,039;false;3;;;;
C1326;Q0368;D;0,09;true;4;;;;
C1327;Q0369;A;Ha NBe1 vagy NBe2 nyomógombok működtetésével tudjuk kiválasztani az aszinkron motor forgásirányváltását.;false;1;;;;
C1328;Q0369;B;Az aszinkron motor két független helyről kapcsolható ki Nki1 vagy Nki2 nyomógombok segítségével és két független helyről kapcsolható be Nbe1 vagy Nbe2 nyomógombok segítségével.;false;2;;;;
C1329;Q0369;C;Az aszinkron motor két független helyről kapcsolható ki Nki1 vagy Nki2 nyomógombok segítségével, bekapcsolni Nbe1 és Nbe2 nyomógombok egyidejű működtetésével lehet.;true;3;;;;
C1330;Q0369;D;Az aszinkron motor kikapcsolása Nki1 és Nki2 nyomógombok egyidejű működtetésével lehet, bekapcsolni Nbe1 és Nbe2 nyomógombok egyidejű működtetésével lehet.;false;4;;;;
C1331;Q0370;A;3231A;false;1;;;;
C1332;Q0370;B;2228A;false;2;;;;
C1333;Q0370;C;1858A;true;3;;;;
C1334;Q0370;D;1281A;false;4;;;;
C1335;Q0371;A;25 mm2;false;1;;;;
C1336;Q0371;B;35 mm2;true;2;;;;
C1337;Q0371;C;50 mm2;false;3;;;;
C1338;Q0371;D;70 mm2;false;4;;;;
C1339;Q0371;E;95 mm2;false;5;;;;
