question_id;question_type;prompt_md;explanation_md;topic;subtopic;difficulty;points;time_estimate_sec;source_id;source_locator;tags;language;correct_answer_md;answer_tolerance
Q0194;single_choice;Mi a túláram definíciója?;A forrás ezt a definíciót használja.;védelem;túláram;2;1;20;S0034;2. oldal;védelem,túláram;hu;;
Q0195;true_false;Szelektivitás esetén lehetőleg csak a hibás berendezésrész kapcsolódjon ki.;A forrás ezt a célt adja meg.;védelem;szelektivitás;2;1;20;S0034;3. oldal;védelem,szelektivitás;hu;;
Q0196;single_choice;Mit jelent a szelektivitás a védelemben?;A forrás ezt a célt adja meg.;védelem;szelektivitás;2;1;20;S0034;3. oldal;védelem,szelektivitás;hu;;
Q0197;true_false;A gL/gG biztosítók vezetékekhez, az aM/gM biztosítók motorokhoz valók.;A forrás ezt a tipikus alkalmazást emeli ki.;védelem;biztosítók;2;1;20;S0034;4-5. oldal;védelem,biztosítók;hu;;
Q0198;single_choice;Melyik párosítás helyes?;A forrás ezt a tipikus alkalmazást emeli ki.;védelem;biztosítók;2;1;20;S0034;4-5. oldal;védelem,biztosítók;hu;;
Q0199;true_false;A külső villámvédelem feladata a villámáram biztonságos levezetése a felfogótól a földelőig.;A forrás ezt a fő feladatot írja le.;védelem;villámvédelem;2;1;20;S0035;1. oldal;védelem,villámvédelem;hu;;
Q0200;single_choice;Mi a külső villámvédelem fő feladata?;A forrás ezt a fő feladatot írja le.;védelem;villámvédelem;2;1;20;S0035;1. oldal;védelem,villámvédelem;hu;;
Q0201;true_false;A többlépcsős túlfeszültségvédelmi rendszer általánosan 1., 2. és 3. osztályú fokozatokból áll.;A forrás három védelmi fokozatot különít el.;védelem;túlfeszültségvédelem;2;1;20;S0035;1. oldal;védelem,túlfeszültségvédelem;hu;;
Q0202;single_choice;Melyik fokozatsorozat jellemző a túlfeszültségvédelemre?;A forrás három védelmi fokozatot különít el.;védelem;túlfeszültségvédelem;2;1;20;S0035;1. oldal;védelem,túlfeszültségvédelem;hu;;
Q0203;true_false;A belső villámvédelem az LPZ 0/1 zónahatáron létesített összecsatolások rendszere.;A forrás ezt a zónahatárt nevezi meg.;védelem;villámvédelmi zónák;2;1;20;S0035;1. oldal;védelem,villámvédelmi zónák;hu;;
Q0204;single_choice;Hol létesül a belső villámvédelem?;A forrás ezt a zónahatárt nevezi meg.;védelem;villámvédelmi zónák;2;1;20;S0035;1. oldal;védelem,villámvédelmi zónák;hu;;
Q0205;true_false;A villamos berendezés szerelésben megjelenik a fogyasztásmérő szekrény, az energiaelosztó szekrény, az MCC és a rackrendszerű szekrény is.;A forrás ezeket a típusokat tárgyalja.;villamos-berendezések;szekrénytípusok;2;1;20;S0031;1-3. oldal;villamos-berendezések,szekrénytípusok;hu;;
Q0206;single_choice;Melyik felsorolás tartozik a villamos berendezés szerelés szekrénytípusai közé?;A forrás ezeket a típusokat tárgyalja.;villamos-berendezések;szekrénytípusok;2;1;20;S0031;1-3. oldal;villamos-berendezések,szekrénytípusok;hu;;
Q0207;true_false;A rackszekrényeknél 1U = 44,45 mm.;A forrás az 1U magasságot így adja meg.;villamos-berendezések;rack;2;1;20;S0031;6. oldal;villamos-berendezések,rack;hu;;
Q0208;single_choice;Mekkora 1U a rackszekrényeknél?;A forrás az 1U magasságot így adja meg.;villamos-berendezések;rack;2;1;20;S0031;6. oldal;villamos-berendezések,rack;hu;;
Q0209;true_false;Kültéri szekrény kiválasztásánál az IP-besorolás önmagában nem elég, a napsugárzás, a hőterhelés és a mechanikai igénybevétel is számít.;A forrás ezeket a kiegészítő tényezőket emeli ki.;villamos-berendezések;kültéri szekrény;2;1;20;S0031;7. oldal;villamos-berendezések,kültéri szekrény;hu;;
Q0210;single_choice;Miért nem elég önmagában az IP-besorolás kültéri szekrényhez?;A forrás ezeket a kiegészítő tényezőket emeli ki.;villamos-berendezések;kültéri szekrény;2;1;20;S0031;7. oldal;villamos-berendezések,kültéri szekrény;hu;;
Q0211;true_false;A transzformátor kapcsolásai között szerepel a csillag, a delta és a zegzug kapcsolás.;A forrás ezt a három kapcsolást említi.;transzformátor;kapcsolások;2;1;20;S0003;16. oldal;transzformátor,kapcsolások;hu;;
Q0212;single_choice;Melyik kapcsolások szerepelnek a transzformátoroknál?;A forrás ezt a három kapcsolást említi.;transzformátor;kapcsolások;2;1;20;S0003;16. oldal;transzformátor,kapcsolások;hu;;
Q0213;true_false;A háromfázisú aszinkron motor két fő forgórész-fajtája a kalickás és a csúszógyűrűs kivitel.;A forrás ezt a két típust különíti el.;motorok;aszinkron motor;2;1;20;S0003;17. oldal;motorok,aszinkron motor;hu;;
Q0214;single_choice;Melyik a háromfázisú aszinkron motor két fő fajtája?;A forrás ezt a két típust különíti el.;motorok;aszinkron motor;2;1;20;S0003;17. oldal;motorok,aszinkron motor;hu;;
Q0215;true_false;A villamos ív az anód és a katód között jön létre.;A forrás így definiálja az ív helyét.;védelem;villamosív;2;1;20;S0003;18. oldal;védelem,villamosív;hu;;
Q0216;single_choice;Hol jön létre a villamos ív?;A forrás így definiálja az ív helyét.;védelem;villamosív;2;1;20;S0003;18. oldal;védelem,villamosív;hu;;
Q0305;true_false;A villamosenergia-rendszer részei az erőművek, a hálózati összeköttetések és az állomások.;A forrás a rendszer három fő részét sorolja fel.;villamos-alapok;villamosenergia-rendszer;2;1;20;S0003;1. oldal;villamos-alapok,villamosenergia-rendszer;hu;;
Q0306;single_choice;Melyik felsorolás tartozik a villamosenergia-rendszer részei közé?;A forrás a rendszer három fő részét sorolja fel.;villamos-alapok;villamosenergia-rendszer;2;1;20;S0003;1. oldal;villamos-alapok,villamosenergia-rendszer;hu;;
Q0307;true_false;A kommunális és lakóépületek hálózatra csatlakoztatásának előírásait az MSZ 447:2009 tartalmazza.;A forrás az MSZ 447:2009-et nevezi meg.;villamos-alapok;hálózati csatlakozás;2;1;20;S0003;1. oldal;villamos-alapok,hálózati csatlakozás;hu;;
Q0308;single_choice;Melyik szabvány foglalkozik a lakóépületek hálózati csatlakoztatásával?;A forrás az MSZ 447:2009-et nevezi meg.;villamos-alapok;hálózati csatlakozás;2;1;20;S0003;1. oldal;villamos-alapok,hálózati csatlakozás;hu;;
Q0309;true_false;A csatlakozó vezeték feszültségesése legfeljebb 1% lehet.;A forrás 1%-os felső határt ad.;vezetékek;csatlakozó vezeték;2;1;20;S0003;1. oldal;vezetékek,csatlakozó vezeték;hu;;
Q0310;single_choice;Mekkora lehet legfeljebb a csatlakozó vezeték feszültségesése?;A forrás 1%-os felső határt ad.;vezetékek;csatlakozó vezeték;2;1;20;S0003;1. oldal;vezetékek,csatlakozó vezeték;hu;;
Q0311;true_false;Szabadvezetékes csatlakozást legfeljebb 6 lakásos épületig és 20 kW csatlakozási teljesítményig javasolt létesíteni.;A forrás ezt a két határt adja meg.;vezetékek;szabadvezetékes csatlakozás;2;1;20;S0003;1. oldal;vezetékek,szabadvezetékes csatlakozás;hu;;
Q0312;single_choice;Milyen határértékekhez kötik a szabadvezetékes csatlakozást?;A forrás ezt a két határt adja meg.;vezetékek;szabadvezetékes csatlakozás;2;1;20;S0003;1. oldal;vezetékek,szabadvezetékes csatlakozás;hu;;
Q0313;true_false;A kábelfektetés után mechanikai védelmet kell kialakítani, és jelzőszalagot kell elhelyezni a kábel fölé.;A forrás ezt az utólagos védelmet írja elő.;kábelek;földkábel;2;1;20;S0003;2. oldal;kábelek,földkábel;hu;;
Q0314;single_choice;Mi igaz a földkábel kábelfektetés utáni védelmére?;A forrás ezt az utólagos védelmet írja elő.;kábelek;földkábel;2;1;20;S0003;2. oldal;kábelek,földkábel;hu;;
Q0315;true_false;Szabályozatlan terepen a fektetési mélység legalább 1 méter, szabályozott terepen legalább 0,7 méter.;A forrás ezt a minimális mélységet adja meg.;kábelek;fektetési mélység;2;1;20;S0003;2. oldal;kábelek,fektetési mélység;hu;;
Q0316;single_choice;Mekkora a minimális kábelfektetési mélység szabályozatlan terepen?;A forrás ezt a minimális mélységet adja meg.;kábelek;fektetési mélység;2;1;20;S0003;2. oldal;kábelek,fektetési mélység;hu;;
Q0317;true_false;A jelzőszalagot a kábel fölé, jellemzően a fektetési mélység felénél, de minimum 30 cm-re a kábeltől kell elhelyezni.;A forrás ezt az elhelyezési szabályt adja meg.;kábelek;jelzőszalag;2;1;20;S0003;2. oldal;kábelek,jelzőszalag;hu;;
Q0318;single_choice;Hol kell elhelyezni a jelzőszalagot a földkábel fölött?;A forrás ezt az elhelyezési szabályt adja meg.;kábelek;jelzőszalag;2;1;20;S0003;2. oldal;kábelek,jelzőszalag;hu;;
Q0319;true_false;Üzembe helyezés előtt el kell végezni a szükséges méréseket, feszültségpróbát kell tartani, és vizsgálati jegyzőkönyvet kell kiállítani.;A forrás ezeket az ellenőrzéseket írja elő.;kábelek;üzembe helyezés;2;1;20;S0003;2. oldal;kábelek,üzembe helyezés;hu;;
Q0320;single_choice;Mi szükséges a kábelfektetés üzembe helyezése előtt?;A forrás ezeket az ellenőrzéseket írja elő.;kábelek;üzembe helyezés;2;1;20;S0003;2. oldal;kábelek,üzembe helyezés;hu;;
Q0321;true_false;A lakás áramköreit logikai, teljesítmény-, elhelyezkedés- és karbantarthatósági szempont szerint célszerű szétosztani.;A forrás ezeket a szempontokat sorolja.;vezetékek;áramköri felosztás;2;1;20;S0003;3. oldal;vezetékek,áramköri felosztás;hu;;
Q0322;single_choice;Melyik szempont szerepel a lakás áramköri felosztásánál?;A forrás ezeket a szempontokat sorolja.;vezetékek;áramköri felosztás;2;1;20;S0003;3. oldal;vezetékek,áramköri felosztás;hu;;
Q0323;true_false;A fogyasztói elosztó feladata a különálló áramkörök biztosítása és szelektív lekapcsolhatósága.;A forrás ezt a szerepkört emeli ki.;villamos-berendezések;fogyasztói elosztó;2;1;20;S0003;3. oldal;villamos-berendezések,fogyasztói elosztó;hu;;
Q0324;single_choice;Mi a fogyasztói elosztó feladata?;A forrás ezt a szerepkört emeli ki.;villamos-berendezések;fogyasztói elosztó;2;1;20;S0003;3. oldal;villamos-berendezések,fogyasztói elosztó;hu;;
Q0325;true_false;TN-C-S rendszerben a PEN vezető egy ponton szétválik PE és N vezetőre, és utána tilos újra összekötni őket.;A forrás ezt a szabályt hangsúlyozza.;érintésvédelem;TN-C-S;2;1;20;S0003;3. oldal;érintésvédelem,TN-C-S;hu;;
Q0326;single_choice;Mi jellemző a TN-C-S rendszerre a szétválasztási pont után?;A forrás ezt a szabályt hangsúlyozza.;érintésvédelem;TN-C-S;2;1;20;S0003;3. oldal;érintésvédelem,TN-C-S;hu;;
Q0327;true_false;A csatlakozó főelosztó berendezés a méretlen felhasználói hálózat központi elosztója, amely a csatlakozóvezeték fogadására és az első túláramvédelmi készülék elhelyezésére szolgál.;A forrás ezt a funkciót írja le.;villamos-berendezések;csatlakozó főelosztó;2;1;20;S0003;4. oldal;villamos-berendezések,csatlakozó főelosztó;hu;;
Q0328;single_choice;Mi a csatlakozó főelosztó fő feladata?;A forrás ezt a funkciót írja le.;villamos-berendezések;csatlakozó főelosztó;2;1;20;S0003;4. oldal;villamos-berendezések,csatlakozó főelosztó;hu;;
Q0329;ordering;Egy lakás villamos hálózatának kivitelezése után, az üzembe helyezés előtt vizsgálatokat kell elvégezni. Határozza meg, hogy az MSZ HD 60364-7:2017 alapján mi a felsorolt műszeres vizsgálatok helyes sorrendje!;;biztonság;műszeres vizsgálat;3;4;20;S0036;;;hu;;
Q0330;single_choice;Az alábbi rajzon egy süllyesztett szerelés nyomvonalrajz részlete látható. Hány szerelvény dobozra (D65) van szükség a kivitelezéshez a rajzrészlet alapján?;;tervezés;szerelvény doboz;2;2;20;S0037;1. oldal;;hu;;
Q0331;single_choice;Az alábbi rajzon egy süllyesztett szerelés nyomvonalrajz részlete látható. Hány kétsarkú kapcsoló van a rajzon?;;kapcsolók;;1;2;20;S0037;3. oldal;;hu;;
Q0332;single_choice;Az alábbi rajzon egy nyomvonalrajz látható. A rajz alapján válassza ki az „A” betűvel jelölt helyen a vezetékek számát!;;tervezés;vezetékek;1;2;20;S0037;4. oldal;;hu;;
Q0333;single_choice;A képen egy kiselosztó látható. A kép alapján válassza ki az igaz állítást!;;villamos-berendezések;kismegszakító;2;2;20;S0037;4. oldal;;hu;;
Q0334;single_choice;Milyen érintésvédelmi osztálya van adattáblája alapján a képen látható tápegységnek?;Az adattáblán a kettős szigetelés jele látható, ezért II. érintésvédelmi osztályú.;érintésvédelem;érintésvédelmi osztály;2;2;20;S0037;5. oldal;érintésvédelem,tápegység,II. osztály;hu;;
Q0335;single_choice;A képen egy elosztó részlete látható. Az elosztóban a kismegszakító és az áram-védőkapcsoló sorba van kötve. Válassza ki a helyes állítást!;A megoldókulcs szerint a kialakítás megfelelő.;érintésvédelem;ÁVK és kismegszakító;2;2;20;S0037;5. oldal;ÁVK,kismegszakító,elosztó;hu;;
Q0336;single_choice;Mérést végzünk egyfázisú áramkörben. A műszer a képen látható adatokat jelzi ki. A kijelzett adatok alapján határozza meg, mekkora az áramkör feszültsége, ha a műszer méréshatára 300V!;A műszer skálájáról és a 300V-os méréshatárról leolvasva a feszültség 230V.;mérés;feszültségmérés;2;2;30;S0037;6. oldal;mérés,feszültség,analóg műszer;hu;;
Q0337;single_choice;Egy vezetéken a következő felirat található: H07V-R. Válassza ki, mire alkalmas a vezeték!;A H07V-R vezeték rögzített szerelésre alkalmas.;vezetékek;vezetékjelölés;1;2;20;S0037;6. oldal;vezeték,H07V-R;hu;;
Q0338;single_choice;Egy kábelen a következő jelölés található: NAYY-J 4x95. Az alábbiak közül válassza ki a helyes állítást!;A 4x95 jelölés alapján a zöld-sárga színezésű vezeték keresztmetszete is 95 mm2.;vezetékek;kábeljelölés;2;2;20;S0037;6. oldal;kábel,NAYY-J,keresztmetszet;hu;;
Q0339;single_choice;Egy lakásban egy helyről kívánunk két fényforrást működtetni. Milyen típusú kapcsolót választana a feladatra?;Két fényforrás egy helyről történő külön kapcsolásához kétáramkörös kapcsoló szükséges.;kapcsolók;kétáramkörös kapcsoló;1;2;20;S0037;7. oldal;kapcsoló,kétáramkörös,világítás;hu;;
Q0340;single_choice;Egy fém burkolatú kettős szigetelésű lámpatest csak fekete és kék színű vezetékekkel csatlakozik az áramkörhöz. Az alábbiak közül válassza ki az igaz állítást!;Kettős szigetelésű lámpatestnél a védővezető nélküli csatlakozás megfelelő.;érintésvédelem;kettős szigetelés;2;2;20;S0037;7. oldal;lámpatest,kettős szigetelés,vezeték;hu;;
Q0341;single_choice;Egy berendezést törpefeszültségről kell táplálni. A berendezés törpefeszültségű táptranszformátorának névleges szekunder feszültsége 48V. Ön megmérte a táptranszformátor feszültségét terhelés nélkül, és azt 52V-nak mérte. Hogyan minősítené a transzformátort?;A megoldókulcs szerint a mérési adatok alapján a transzformátor megfelelő.;érintésvédelem;törpefeszültség;2;2;20;S0037;7. oldal;törpefeszültség,transzformátor;hu;;
Q0342;single_choice;Válassza ki, egy akkumulátor mely üzemállapotában lesz a kapcsokon mért feszültség a legnagyobb!;Az akkumulátor kapocsfeszültsége üresjárásban a legnagyobb.;villamos-alapok;akkumulátor;1;2;20;S0037;7. oldal;akkumulátor,üresjárás,feszültség;hu;;
Q0343;single_choice;Válassza ki, mely tényezőktől függ a kábel szigetelési ellenállása!;A megoldókulcs szerint a kábel szigetelési ellenállása a kábel hosszától függ.;vezetékek;szigetelési ellenállás;2;2;20;S0037;7. oldal;kábel,szigetelési ellenállás;hu;;
Q0344;single_choice;Válassza ki, építési területen milyen típusú vezetők használhatók hosszabbítóként!;Építési területen hosszabbítóként a H07RN-F típus használható.;vezetékek;hosszabbító vezeték;1;2;20;S0037;8. oldal;vezeték,H07RN-F,építési terület;hu;;
Q0345;single_choice;Válassza ki az igaz állítást!;Az elosztóban a fogyasztói áramkörök párhuzamos kapcsolásúak.;villamos-alapok;párhuzamos kapcsolás;1;2;20;S0037;8. oldal;elosztó,párhuzamos kapcsolás;hu;;
Q0346;single_choice;Válassza ki a helyes állítást!;A kismegszakító túlterhelésre működő kioldóárama csökken, ha a kismegszakító hőmérséklete növekszik.;védelem;kismegszakító hőmérséklet;2;2;20;S0037;8. oldal;kismegszakító,túlterhelés,hőmérséklet;hu;;
Q0347;single_choice;Válassza ki a hamis állítást!;"A vezeték terhelhetősége nem a vezeték feszültségétől függ; ezért ez a hamis állítás.";vezetékek;vezeték terhelhetőség;2;2;20;S0037;8. oldal;vezeték,terhelhetőség;hu;;
Q0348;single_choice;Válassza ki a helyes állítást!;Az áram-védőkapcsoló próbagombjával az áram-védőkapcsoló működőképességét ellenőrizzük.;érintésvédelem;ÁVK próbagomb;1;2;20;S0037;8-9. oldal;ÁVK,próbagomb;hu;;
Q0349;single_choice;Az alábbiak közül válassza ki a táplálás önműködő lekapcsolása védelmi módot!;A felsoroltak közül a védőföldelés TT rendszerben tartozik a táplálás önműködő lekapcsolásához.;érintésvédelem;önműködő lekapcsolás;2;2;20;S0037;9. oldal;hibavédelem,TT,önműködő lekapcsolás;hu;;
Q0350;single_choice;Válassza ki, mely tényezőtől függ a távvezeték belógása!;A távvezeték belógása a vezeték hőmérsékletétől függ.;vezetékek;távvezeték;1;2;20;S0037;9. oldal;távvezeték,belógás,hőmérséklet;hu;;
Q0351;single_choice;Válassza ki az alábbiak közül, mely védőcső alkalmas falon kívüli szerelésre!;A megoldókulcs szerint falon kívüli szerelésre a Mü-II védőcső alkalmas.;vezetékek;védőcső;1;2;20;S0037;9. oldal;védőcső,falon kívüli szerelés;hu;;
Q0352;single_choice;Háromfázisú 400/230V névleges feszültségű villamos berendezés szigetelési ellenállását mérte. Az alábbiak közül válassza ki, melyik az elfogadható mérési eredmény!;A megoldókulcs szerint az elfogadható mérési eredmény 1002 kΩ.;mérés;szigetelési ellenállás;2;2;20;S0037;9. oldal;szigetelési ellenállás,mérés;hu;;
Q0353;single_choice;Válassza ki az EPH hálózatra igaz állítást!;Az EPH szerepe az egyenpotenciálra hozás, lehetőleg földpotenciálon.;érintésvédelem;EPH;1;2;20;S0037;9. oldal;EPH,egyenpotenciál;hu;;
Q0354;multi_choice;TN rendszer esetén mi a feladata a potenciálrögzítő földelésnek?;A megoldókulcs két helyes feladatot jelöl: a testek földpotenciálon tartását PEN szakadás esetén, illetve a csillagpont rögzítését többfázisú rendszerben.;érintésvédelem;potenciálrögzítő földelés;3;2;30;S0037;10. oldal;TN,PEN,potenciálrögzítő földelés;hu;;
Q0355;single_choice;Válassza ki, milyen eszközt lát a fényképen!;A fényképen túlfeszültséglevezető látható.;védelem;túlfeszültségvédelem;1;2;20;S0037;10. oldal;túlfeszültséglevezető,SPD;hu;;
Q0356;single_choice;Válassza ki, milyen szétszerelt eszközt lát a fényképen!;A fényképen szétszerelt mágneskapcsoló látható.;kapcsolók;mágneskapcsoló;1;2;20;S0037;11. oldal;mágneskapcsoló;hu;;
Q0357;single_choice;Válassza ki a rajzon látható rendszer betűjelét!;A rajzon IT rendszer látható.;érintésvédelem;IT rendszer;2;2;20;S0037;11. oldal;IT rendszer,érintésvédelem;hu;;
Q0358;single_choice;Válassza ki, hogy melyik állítás igaz az áramváltókra!;Az áramváltó szekunder körét üzem közben megszakítani tilos.;mérés;áramváltó;2;2;20;S0037;12. oldal;áramváltó,mérés;hu;;
Q0359;single_choice;Mérést végzünk egyfázisú áramkörben. A műszer a képen látható adatokat jelzi ki. A kijelzett adatok alapján határozza meg a teljesítménytényezőt!;cosφ = P / (U × I) = 5,3W / (230,1V × 0,11A) = 0,2094.;számítás;teljesítménytényező;3;3;45;S0037;12. oldal;cosfi,teljesítménytényező,mérés;hu;;
Q0360;single_choice;Mekkora annak az aszinkronmotornak a névleges árama, melyet a következő adatok jellemeznek: névleges teljesítmény Pn=2,2kW, névleges fordulatszám nn=1500 1/min, névleges teljesítménytényező cosφn=0,81, névleges hatásfok ηn=88%, névleges feszültség Un=3x400V, f=50Hz? A ventillációs és csapágysúrlódási veszteségektől eltekintünk!;In = Pn / (√3 × Un × ηn/100 × cosφn) = 4,45A.;számítás;aszinkron motor árama;3;3;60;S0037;12-13. oldal;motoráram,aszinkron motor,cosfi;hu;;
Q0361;single_choice;Mekkora a villamos forróvíztároló (bojler) villamos fogyasztása, ha névleges feszültsége 230V, névleges áramerőssége 7,83A és 4 órát működik?;W = U × I × t = 230V × 7,83A × 4h = 7204Wh.;számítás;villamos fogyasztás;2;3;45;S0037;13. oldal;bojler,fogyasztás,Wh;hu;;
Q0362;single_choice;Egy villamos forróvíztároló (bojler) névleges teljesítménye 1800W, névleges feszültsége 230V. Válassza ki, melyik kismegszakítót alkalmazná az áramkör védelmére!;I = P / U = 1800W / 230V = 7,83A, ezért a következő megfelelő túláramvédelem B10.;védelem;kismegszakító méretezés;2;3;45;S0037;13. oldal;kismegszakító,bojler,méretezés;hu;;
Q0363;single_choice;Egy egyfázisú fogyasztó névleges feszültsége 230V, névleges árama 11A, a teljesítménytényező 0,83. Mekkora a fogyasztó hatásos teljesítménye?;P = U × I × cosφ = 230V × 11A × 0,83 = 2099,9W, azaz kerekítve 2100W.;számítás;hatásos teljesítmény;2;3;45;S0037;13-14. oldal;hatásos teljesítmény,cosfi;hu;;
Q0364;single_choice;Mekkora a névleges szekunder árama annak a háromfázisú transzformátornak, melyet a következő adatok jellemeznek: kapcsolási csoport Dyn5, Sn=4 kVA, U1n=400V, U2n=230V, ε=6%?;I2n = Sn / (√3 × U2n) = 4000 / (√3 × 230) = 10,04A.;számítás;transzformátor szekunder áram;3;3;60;S0037;14. oldal;transzformátor,szekunder áram;hu;;
Q0365;single_choice;Egy háromfázisú fogyasztó névleges feszültsége 400V, névleges árama 32A, névleges teljesítménytényezője 0,87. Mekkora a meddő teljesítmény?;Q = √3 × Un × In × sinφ = √3 × 400V × 32A × 0,49305 = 10,931kvar.;számítás;meddő teljesítmény;3;3;60;S0037;14. oldal;meddő teljesítmény,cosfi,háromfázis;hu;;
Q0366;single_choice;Hibahelyi hurokimpedanciát mértek háromfázisú (3x400/230V) nullázott berendezés végáramkörében. Az áramkör túláramvédelmi eszköze hárompólusú B 6 kismegszakító, melynél α=5 kioldási tényezőt vehetünk figyelembe. Legfeljebb mekkora lehet az elfogadható hibahelyi hurokimpedancia?;Zs ≤ Uo / Ia = 230V / (6A × 5) = 7,67Ω.;érintésvédelem;hurokimpedancia;3;3;60;S0037;14-15. oldal;hurokimpedancia,kismegszakító,nullázás;hu;;
Q0367;single_choice;Egy háromfázisú fogyasztó csatlakozó vezeték nyomvonala 230m hosszú, 35mm2 keresztmetszetű, fajlagos ellenállása 0,03Ωmm2/m, a vezeték elején 405V, a végén pedig 399V vonali feszültséget mérünk. Határozza meg a csatlakozó vezeték százalékos feszültségesését!;ε = (UT - UF) / UF × 100 = (405 - 399) / 399 × 100 = 1,5037%, ezért a válasz 1,5%.;számítás;feszültségesés;3;3;60;S0037;15. oldal;feszültségesés,csatlakozó vezeték;hu;;
Q0368;single_choice;Mekkora annak az aszinkronmotornak a névleges szlipje, melyet a következő adatok jellemeznek: Pn=4kW, nn=910 1/min, cosφn=0,83, ηn=89%, Un=3x400V, f=50Hz?;sn = (n0 - nn) / n0 = (1000 - 910) / 1000 = 0,09.;számítás;aszinkron motor szlip;3;3;60;S0037;15. oldal;aszinkron motor,szlip;hu;;
Q0369;single_choice;A rajz alapján válassza ki a helyes állítást!;A rajz szerint az aszinkron motor két független helyről kikapcsolható Nki1 vagy Nki2 gombbal, bekapcsolni pedig Nbe1 és Nbe2 egyidejű működtetésével lehet.;vezérlések;motorvezérlés;3;2;45;S0037;16. oldal;motorvezérlés,nyomógomb,mágneskapcsoló;hu;;
Q0370;single_choice;Határozza meg, mekkora a várható FN (fázis-nulla közötti) zárlati áram értéke annál a háromfázisú csatlakozásnál, ahol a táplálást egy 210m hosszú NAYY-J 4x95 kábel biztosítja! A csatlakozási pont névleges feszültsége 3x400/230 V, a kábel fajlagos ellenállása 0,028 Ωmm2/m.;"R = ρ × (2l / AL) = 0,028 × (2 × 210 / 95) = 0,1238Ω; Iz = 230V / 0,1238Ω = 1858A.";számítás;zárlati áram;3;5;75;S0037;16-17. oldal;zárlati áram,NAYY-J;hu;;
Q0371;single_choice;"Egy tápvezeték szimmetrikus háromfázisú fogyasztót táplál, melyen a megengedett feszültségesés nem lehet nagyobb 1%-nál. A névleges feszültség Un=3x400V, f=50Hz. A vezeték fajlagos ellenállása ρ=0,03Ωmm2/m. A vezeték nyomvonal hossza l=55m; a fogyasztó hatásos árama 40A. Határozza meg a vezeték keresztmetszetét feszültségesésre történő méretezés alapján!";"Ue = 400/√3 × 1/100 = 2,31V; A = 0,03/2,31 × (55 × 40) = 28,57mm2, ezért a választott szabványos keresztmetszet 35mm2.";számítás;vezeték keresztmetszet;3;5;75;S0037;17. oldal;vezeték méretezés,feszültségesés,keresztmetszet;hu;;
